9237:17,58,302,616,654,15,861,1196,650,32
9238:302,17,58,616,654,861,15,650,1196,61
9245:302,17,58,616,654,861,15,162,650,1196
9249:302,17,58,616,654,861,15,162,650,1196
9256:17,302,58,616,15,654,542,650,861,32
9276:302,17,58,616,654,15,542,650,861,61
9288:17,15,302,616,58,650,654,32,61,6
9290:17,15,302,616,58,650,654,32,61,6
9291:17,61,542,58,32,616,15,518,654,1196
9310:554,650,302,17,616,8,15,58,61,542
9312:61,15,17,58,302,616,554,654,1196,245
9313:61,17,15,542,58,302,616,8,103,245
9331:61,17,15,542,58,302,616,8,103,245
9333:61,17,15,542,58,302,616,8,103,245
9350:61,17,15,58,542,302,322,564,616,999
9357:61,17,15,58,542,302,322,564,616,999
9359:17,61,15,542,564,58,302,8,616,650
9364:17,61,542,15,564,32,58,302,322,364
9368:17,61,542,15,564,32,58,302,322,364
9369:168,2370,661,719,984,8733,574,16381,1147,1400
9371:17,8,84,354,302,616,654,899,1187,32
9381:17,8,84,354,899,654,1187,302,616,736
9389:17,8,84,354,899,654,1187,302,616,736
9394:17,8,84,354,616,58,302,518,508,899
9400:17,616,8,84,58,654,15,302,354,32
9402:17,616,8,84,58,654,15,302,354,32
9420:17,616,8,15,32,84,302,654,58,354
9431:17,616,8,15,58,84,302,508,654,32
9432:17,616,58,84,302,8,15,289,508,554
9433:3064,327,2495,4447,12750,9858,25107,36494,17,1957
9437:698,2512,4,76,70,10048,8102,58,21640,1196
9442:81,3423,698,7211,229,780,1535,140,226,262
9443:17,616,61,542,101,289,508,15,58,654
9451:17,616,654,542,322,61,101,289,302,8
9473:17,542,616,654,101,15,289,302,363,8
9474:17,542,616,654,101,15,289,302,363,8
9486:17,542,616,654,101,15,289,302,363,8
9487:17,616,654,542,58,302,322,61,101,289
9489:17,654,302,542,616,61,32,58,101,245
9494:840,378,1352,8069,4755,508,2548,3704,197,245
9498:840,378,1352,8069,4755,508,2548,3704,197,245
9499:378,508,4755,1352,245,564,840,2548,3704,931
9500:564,245,508,378,518,542,15,17,931,3704
9507:564,508,8,245,787,518,17,94,363,364
9514:564,508,8,245,787,518,17,94,363,364
9525:245,17,518,364,564,94,363,616,787,1987
9528:17,364,564,518,245,616,787,8,94,363
9531:17,364,564,518,245,616,787,8,94,363
9535:564,17,32,245,364,616,787,363,94,131
9538:616,101,17,58,62,289,654,302,542,518
9541:616,101,17,58,62,289,654,302,542,518
9553:616,101,17,58,62,289,654,302,542,518
9568:616,101,17,58,62,289,654,302,542,518
9570:62,616,17,58,101,654,302,289,542,518
9571:62,616,17,58,101,654,302,289,542,518
9573:616,654,17,58,62,101,302,542,289,554
9576:616,654,17,58,62,101,302,542,289,554
9580:17,616,58,8,62,1196,518,542,61,564
9590:616,17,61,58,8,32,542,654,15,101
9593:17,542,2512,616,58,84,101,302,518,1535
9606:17,508,542,1987,8,15,363,402,616,94
9612:17,542,616,15,58,61,654,302,518,1023
9613:17,542,15,616,654,58,61,302,518,8
9614:17,542,15,616,654,58,61,302,518,8
9630:17,58,542,15,616,654,61,94,302,902
9665:17,616,302,654,58,15,518,542,8,61
9666:17,616,302,654,58,542,15,518,8,61
9668:17,616,58,654,302,542,15,61,518,650
9680:17,616,302,654,58,15,61,518,542,650
9685:2326,17,58,616,302,654,518,62,554,8
9693:654,17,616,736,564,32,61,131,322,58
9694:17,616,654,736,58,518,15,61,76,29
9696:17,616,654,736,58,518,15,61,76,29
9711:17,616,654,736,58,518,15,61,76,29
9722:15,17,8,131,508,736,61,103,301,542
9727:15,17,61,8,616,131,245,508,518,542
9742:15,17,8,61,616,245,508,736,32,94
9745:17,61,616,302,15,58,8,542,654,32
9752:17,61,616,302,15,58,8,542,654,32
9753:899,1187,48,875,2162,6450,2935,1119,245,891
9755:1187,48,875,899,2162,6450,2935,245,1119,17
9757:1187,48,875,899,2162,6450,2935,245,1119,17
9786:899,48,1187,875,2162,17,6450,1119,245,2935
9808:899,48,1187,17,875,2162,245,302,76,518
9810:899,48,1187,17,875,2162,245,302,76,518
9812:17,1187,48,302,654,899,1119,84,245,32
9813:17,1187,302,654,48,899,245,1119,32,84
9818:17,1187,302,654,48,899,245,1119,32,84
9820:17,654,245,302,32,1187,48,899,1119,15
9824:441,3506,1002,4513,8928,3618,6315,16465,7630,1744
9827:15,245,65,17,518,564,302,542,1987,8
9831:17,564,15,65,508,719,801,984,168,245
9834:15,17,65,302,508,542,94,245,496,518
9837:15,17,302,65,508,654,518,564,616,58
9839:302,17,15,564,58,616,654,65,508,32
9840:302,17,15,564,58,616,654,65,508,32
9864:302,58,616,654,15,17,564,32,61,554
9879:302,58,616,654,15,17,564,32,61,554
9890:17,58,302,616,15,654,1196,61,861,32
9891:17,302,650,84,224,1102,654,58,29,616
9892:17,84,302,650,58,224,1102,616,654,29
9896:17,61,245,518,508,58,774,8,94,542
9899:17,61,518,245,15,58,8,508,542,616
9900:17,58,518,616,61,8,15,508,542,32
9911:17,58,518,616,61,8,15,508,542,32
9926:17,58,616,518,94,508,84,650,8,654
9927:17,616,58,61,542,302,654,15,1511,8
9929:17,542,616,58,61,302,15,654,1511,8
9944:17,542,616,58,61,302,15,654,1511,8
9945:375,17,238,508,781,891,81,311,327,542
9946:375,17,508,76,238,781,891,81,311,327
9961:17,76,238,375,508,891,311,781,81,9435
9984:76,238,311,375,781,891,17,81,9435,508
10030:17,245,61,58,616,15,302,322,654,542
10040:17,245,61,58,616,15,302,322,654,542
10050:17,61,245,58,616,322,302,15,32,542
10051:17,61,245,58,616,322,302,15,32,542
10073:17,61,245,15,58,322,542,616,302,32
10078:17,61,245,15,58,322,542,616,302,32
10082:17,1382,245,774,302,508,616,15,70,542
10084:17,1382,245,774,302,508,616,15,70,542
10086:17,1382,245,774,302,508,15,70,542,616
10088:17,1382,774,245,302,508,58,542,616,654
10090:1730,17,3568,10039,5097,890,4743,40,2139,654
10110:17,1730,3568,10039,58,654,5097,119,302,508
10111:17,245,1382,15,61,542,1126,103,654,1987
10115:17,245,1382,15,61,542,1126,103,654,1987
10117:17,245,542,6,15,61,103,508,518,654
10130:17,245,542,1382,6,1126,15,32,508,518
10132:1287,3304,616,302,58,787,238,564,654,17
10133:1287,3304,616,302,58,787,238,564,654,17
10136:1287,76,3304,616,17,302,564,787,8,15
10140:17,76,302,616,58,61,650,654,245,542
10148:17,76,168,302,564,8,15,58,238,245
10155:17,8,61,301,302,542,616,58,245,508
10156:17,8,61,245,508,518,542,58,301,302
10194:17,8,518,616,58,61,84,787,245,301
10196:17,61,8,58,616,518,654,32,245,15
10200:17,8,61,616,58,518,654,15,32,84
10210:1790,398,2068,8011,1435,17,70,226,1023,76
10233:1790,398,2068,8011,1435,17,70,226,1023,76
10235:1790,2068,398,3789,76,226,17,70,1023,1435
10236:1790,2068,398,3789,76,226,17,70,1023,1435
10237:17,84,508,8,58,302,1102,736,289,101
10249:17,84,508,8,58,302,1102,736,289,101
10254:17,84,508,302,1102,8,58,736,289,101
10267:17,84,302,1102,616,654,94,58,354,508
10275:17,84,302,1102,616,654,94,58,354,508
10276:17,58,302,84,654,518,616,1102,8,508
10279:3223,17,654,302,542,58,29,616,8,564
10302:17,29,302,654,616,58,285,363,15,518
10303:17,29,302,654,616,58,285,363,15,518
10304:17,29,302,654,616,58,285,363,15,518
10306:17,1196,542,58,61,302,564,238,616,654
10313:17,1196,542,58,61,564,302,32,238,616
10317:17,542,61,1196,58,564,302,32,238,616
10335:17,542,61,1196,58,564,302,32,238,616
10339:17,61,654,32,542,302,15,58,363,564
10342:17,61,542,654,58,1196,15,32,363,302
10346:11020,1398,51326,7742,238,104666,1549,409,104057,225
10359:17,29,596,654,302,616,58,285,84,15
10364:17,29,596,302,654,616,58,84,285,650
10366:17,61,518,542,616,15,32,302,554,654
10371:17,616,61,518,542,15,101,302,554,654
10377:17,61,542,518,616,15,289,101,302,554
10378:17,61,542,518,616,15,289,101,302,554
10387:17,61,542,518,616,15,289,101,302,554
10388:15,17,61,518,542,302,554,616,58,101
10392:15,17,61,518,542,302,554,616,58,101
10408:157,840,3196,10541,2548,5111,27070,197,14793,4755
10420:616,568,17,654,21055,15,58,302,84,94
10427:616,568,17,654,21055,15,58,302,84,94
10439:616,17,302,654,58,84,736,1102,8,564
10445:616,17,8,84,302,654,1102,58,736,354
10454:616,17,84,302,8,58,654,1102,736,354
10471:616,17,84,302,654,58,1102,736,8,564
10478:616,17,654,58,302,8,101,289,84,736
10479:616,17,654,58,302,8,101,289,84,736
10480:17,654,58,616,302,101,289,8,542,736
10488:17,354,542,654,58,302,289,84,15,32
10502:17,354,542,654,302,58,76,289,32,84
10513:17,542,354,654,58,302,518,84,32,787
10523:17,354,542,8,58,84,508,302,518,616
10543:17,58,302,354,508,84,654,15,902,76
10554:17,58,302,354,508,84,654,15,902,76
10563:17,508,1187,354,899,48,76,94,2162,8
10564:17,508,354,76,8,94,301,302,616,84
10570:17,76,654,94,302,354,508,616,84,301
10573:17,76,654,94,302,354,508,616,84,301
10580:736,7021,17,9289,518,8,58,84,302,11717
10636:58,17,736,84,301,302,654,76,616,8
10655:58,17,736,354,616,301,302,84,654,1102
10691:58,17,616,736,354,301,84,654,302,8
10693:616,17,58,736,354,301,654,84,302,518
10698:616,58,17,654,302,736,301,354,84,6
10707:616,58,17,654,302,736,301,354,84,6
10710:17,302,616,58,654,84,354,94,736,29
10726:17,302,616,58,654,84,354,94,736,29
10747:17,302,616,58,654,84,354,94,736,29
10758:327,2140,17,8,518,542,58,616,654,101
10770:4671,5512,2543,311,7622,14259,11855,7468,2215,9435
10779:4671,5512,2543,311,7622,14259,11855,7468,2215,9435
10794:4671,311,2543,7622,5512,1077,1131,7468,11855,12861
10801:4671,311,1131,5512,2543,1077,7622,7468,11855,1011
10807:327,787,8,17,119,1382,1389,103,311,354
10820:327,787,8,17,119,1382,1389,103,311,354
10842:327,787,8,17,119,1382,1389,103,311,354
10843:17,8,327,787,518,84,101,363,542,1119
10844:17,8,327,787,101,518,1119,84,238,542
10845:17646,19871,3372,10492,9289,13889,3672,7021,6503,27296
10854:17646,3372,19871,10492,13889,9289,3672,27296,7021,17185
10858:15,17,486,226,61,58,94,245,616,1403
10871:15,17,61,226,486,94,245,58,302,616
10892:15,17,61,226,486,94,245,58,302,616
10905:15,17,61,226,486,94,245,58,302,616
10908:518,8,15,226,486,542,17,94,496,787
10913:17,518,226,616,902,8,15,114,508,542
10920:17,518,1405,15,542,32,61,402,656,58
10955:17,518,1405,15,542,61,402,32,103,564
10956:8,17,518,84,58,616,302,289,654,76
10968:8,17,1196,616,518,58,787,84,289,302
10991:17,8,81,508,262,616,58,500,698,2139
10999:17,8,15,542,616,238,302,58,508,650
11000:17,81,1535,302,508,542,650,8,15,58
11022:17,302,542,650,81,508,1535,8,15,787
11034:302,17,650,542,15,58,616,787,8,32
11037:17,302,650,542,15,58,32,76,616,787
11047:17,302,650,542,15,58,32,76,616,787
11055:17,302,650,542,15,58,32,76,616,787
11099:58,654,510,542,616,1196,17,61,84,302
11105:17,84,518,8,58,787,1102,1119,245,496
11110:17,518,84,8,58,1102,542,787,245,496
11118:17,518,84,8,58,1102,542,787,245,496
11132:17,518,84,8,58,1119,61,245,302,616
11134:17,508,8,84,302,354,518,616,1119,58
11135:17,518,542,8,508,245,616,58,84,654
11149:17,84,508,518,58,245,542,8,616,1102
11150:17,84,508,518,58,245,542,8,616,1102
11193:17,84,508,58,518,8,245,542,1102,61
11211:9843,16406,11582,88782,32042,8496,113297,3288,46911,9662
11222:3578,17726,19544,76,34240,15,17,54077,37196,14297
11228:441,3618,1002,6315,3506,710,508,4513,1340,76
11240:441,3618,1002,6315,3506,710,508,4513,1340,76
11259:441,3618,1002,6315,3506,710,508,4513,1340,76
11264:302,17,8,58,61,76,441,508,29,245
11273:302,17,8,654,58,518,1102,29,61,84
11278:17,302,8,58,654,518,542,616,1102,15
11279:17,302,8,58,654,518,542,616,1102,15
11280:17,302,8,58,654,518,542,616,1102,15
11287:17,84,1535,736,616,8,32,873,1196,58
11332:17,84,1535,736,616,8,32,873,1196,58
11360:17,84,1535,736,616,8,32,873,1196,58
11363:17,84,616,736,138,1535,8,32,58,301
11378:17,1535,84,616,301,8,226,363,32,58
11388:17,1535,616,84,301,363,8,58,226,736
11394:17,616,32,1535,8,84,301,61,654,58
11404:17,616,32,58,61,654,363,564,736,1535
11414:17,616,58,32,61,363,654,564,1535,542
11418:17,564,508,168,736,94,226,245,302,616
11419:17,58,302,8,616,62,138,654,61,84
11426:17,8,58,302,62,138,616,654,61,76
11427:17,8,58,302,62,138,616,654,61,76
11428:17,58,654,301,302,8,138,84,616,29
11431:17,58,654,301,302,8,138,84,616,29
11437:17,301,58,138,302,654,8,616,354,542
11439:17,58,302,8,542,654,138,301,354,616
11444:17,58,302,245,508,8,15,363,616,364
11458:17,58,302,8,15,508,245,364,542,616
11462:17,15,245,8,131,363,6,58,518,302
11463:616,17,654,15,58,542,32,302,518,564
11484:542,17,616,15,58,61,32,518,654,787
11507:17,542,564,15,58,302,616,654,32,61
11510:542,17,564,616,654,58,302,15,8,32
11511:542,17,564,616,654,58,302,15,8,32
11525:542,58,616,17,61,564,654,32,302,15
11529:542,58,61,616,17,32,302,564,654,15
11535:58,542,17,616,654,61,302,564,15,32
11537:58,542,17,616,654,61,302,564,15,32
11538:17,58,61,542,616,654,564,15,32,302
11540:32307,4600,48654,12582,5145,13894,15457,44680,10316,508
11552:17,273,654,29,58,302,8,518,289,354
11554:17,58,273,518,8,4755,289,508,542,32
11558:931,17,378,4755,119,245,8,1126,1208,1471
11569:17,58,61,302,616,654,1196,15,861,238
11584:58,17,302,616,654,1196,15,61,861,238
11586:58,17,654,61,616,1196,15,302,238,542
11603:58,17,1196,15,61,616,654,302,32,1578
11606:58,17,61,15,616,302,654,1196,542,554
11614:58,17,61,15,616,302,654,1196,542,554
11616:363,17,568,2953,302,518,542,654,1140,364
11651:17,363,568,62,302,654,285,29,58,518
11657:17,363,62,518,58,302,285,568,542,564
11660:302,654,17,58,363,29,616,62,84,1102
11670:58,302,17,654,29,224,616,363,518,62
11676:17,654,302,780,81,58,94,84,224,363
11685:302,654,17,58,616,29,363,650,518,76
11699:302,654,17,58,616,29,363,650,518,76
11700:17,654,302,58,650,29,363,616,94,224
11716:17,654,302,58,650,29,363,616,94,224
11719:70,226,17,354,81,402,508,1023,94,15
11723:70,226,17,81,354,94,402,508,1023,15
11738:70,17,226,84,94,354,508,402,616,32
11749:70,17,226,94,84,354,508,616,81,402
11775:70,226,17,1790,508,84,564,1023,58,94
11781:17,61,58,302,616,787,8,84,654,32
11788:17,61,58,302,616,787,8,84,654,32
11795:17,58,61,402,32,302,15,542,616,654
11799:17,58,61,402,32,302,15,542,616,654
11818:17,58,61,402,32,302,15,542,616,654
11825:226,17,70,616,1535,8,15,76,508,564
11835:302,654,226,17,58,29,101,84,94,616
11836:302,654,226,17,58,29,101,84,94,616
11838:302,654,226,17,29,58,101,84,94,616
11839:302,654,226,17,29,58,101,84,94,616
11843:302,654,226,17,29,58,84,94,101,616
11844:302,654,226,17,29,58,84,94,101,616
11847:302,654,226,17,29,58,542,616,84,101
11851:302,654,226,17,29,58,542,616,84,101
11856:226,81,616,302,140,780,1535,70,508,15
11863:17,302,654,76,616,58,8,866,84,2
11864:17,302,654,76,616,58,8,866,84,2
11865:17,76,302,138,542,81,354,654,15,58
11883:17,76,302,138,542,81,354,654,15,58
11884:17,76,302,542,81,138,354,654,15,58
11885:17,70,76,138,226,654,81,354,15,542
11892:17,76,138,542,302,654,15,1535,70,81
11893:138,17,76,654,301,302,542,15,58,226
11896:76,17,302,138,654,616,58,542,301,8
11910:17,76,138,15,302,542,616,654,301,61
11913:138,17,302,654,301,8,58,787,70,84
11922:58,3,138,654,302,616,84,17,76,301
11928:58,654,138,302,17,616,690,62,32,76
11929:58,138,302,17,76,616,654,301,62,84
11939:58,138,17,302,76,301,616,8,62,84
11956:17,58,302,138,76,616,62,182,654,15
11962:17,58,302,138,76,616,62,182,654,15
11968:17,58,302,138,76,616,62,182,654,15
11972:17,58,302,76,616,138,62,654,8,15
11979:58,17,302,616,138,76,654,62,542,8
11983:302,17,58,616,8,84,518,542,1102,564
11988:17,302,58,650,518,542,616,787,8,363
11990:17,302,58,650,518,542,616,787,8,363
11996:17,302,58,650,518,542,616,787,8,363
11999:17,302,58,650,518,542,787,8,508,616
12008:17,58,302,542,654,15,61,518,787,1196
12010:17,15,61,32,58,302,616,542,654,787
12011:17,542,58,302,15,61,650,1196,32,518
12027:17,58,61,302,542,787,518,616,1196,32
12028:17,302,58,61,542,616,654,15,76,787
12037:58,302,542,61,224,616,15,29,322,568
12047:58,302,61,542,616,650,15,17,224,29
12050:17,58,302,32,616,61,84,654,15,29
12067:17,58,302,32,616,15,61,29,84,542
12084:58,302,17,616,542,15,32,61,554,8
12094:58,302,17,616,542,15,32,61,554,8
12130:58,302,17,616,542,15,32,61,554,8
12170:58,17,302,61,616,15,32,542,554,654
12199:58,17,302,61,616,15,32,542,554,654
12211:58,17,302,61,616,15,32,542,554,654
12213:13496,60295,1558,1973,826,9864,13835,5739,3081,13207
12232:58,616,17,322,542,654,15,8,162,61
12234:17,58,787,654,8,508,542,616,15,61
12235:17,58,654,61,542,616,8,15,302,322
12237:17,58,654,61,8,542,616,15,32,302
12239:17,58,61,654,8,542,616,302,322,508
12263:15,518,61,17,616,8,654,32,508,58
12268:61,518,8,15,17,508,616,32,58,402
12271:518,15,17,61,616,8,508,32,245,542
12272:61,542,15,17,103,518,616,654,8,32
12296:875,2162,6450,899,1119,4420,245,17,48,119
12310:1023,17,245,508,616,70,354,61,84,94
12327:17,245,1023,508,616,354,61,70,302,518
12328:17,245,354,1023,1187,48,84,496,65,518
12356:17,354,1023,245,84,1187,48,65,496,508
12360:17,354,1023,84,245,1187,48,65,496,518
12364:17,354,1023,84,245,1187,48,496,65,302
12373:17,354,1023,84,245,1187,48,496,65,302
12375:17,354,1023,84,245,1187,48,496,65,302
12376:17,354,1023,84,245,1187,48,496,65,302
12379:4907,17,508,1405,327,119,1287,65,511,564
12406:70,17,654,4907,302,508,616,1023,58,542
12416:8,17,61,70,302,508,518,564,650,654
12428:8,17,61,70,302,508,518,564,650,654
12433:17,8,518,654,1023,70,508,1348,58,61
12443:17,8,518,58,402,508,654,1023,542,32
12453:17,8,84,1187,518,899,48,70,654,736
12464:17,8,84,1187,518,899,48,70,302,736
12467:17,8,245,70,518,616,899,1187,654,736
12474:17,8,245,518,84,616,736,354,654,1187
12480:302,17,239,654,58,273,542,616,2770,289
12496:17,302,58,239,654,542,861,273,354,363
12498:17,302,58,239,654,542,861,273,354,363
12505:17,302,58,239,654,542,861,224,354,363
12512:302,17,58,654,616,322,29,363,542,861
12531:302,58,17,616,654,29,363,542,15,322
12532:302,58,17,616,654,29,363,542,15,322
12533:302,17,58,654,616,29,15,84,363,861
12534:302,17,58,654,616,29,15,84,363,861
12536:302,17,58,654,616,861,15,29,61,84
12540:302,17,696,616,58,654,8,6503,190,238
12541:70,17,302,1023,542,58,616,84,654,564
12544:17,32,61,58,302,518,564,508,542,616
12549:17,32,61,94,302,518,1023,58,564,616
12552:17,32,58,15,302,518,542,61,564,508
12555:17,32,58,15,302,518,542,61,564,508
12556:17,58,518,32,302,564,15,542,61,508
12559:17,58,94,518,564,616,32,61,302,508
12562:17,58,94,518,564,616,32,61,302,508
12564:17,15,61,302,32,58,94,616,654,518
12568:17,302,654,76,616,58,8,866,84,2
12573:17,2626,58,167,654,15,29,616,32,302
12587:17,616,58,15,654,2626,32,302,518,61
12595:17,245,616,15,61,103,564,654,8,32
12601:8,17,61,245,542,32,616,58,76,322
12604:17,616,58,61,8,542,302,32,322,654
12616:17,616,58,61,8,542,302,32,322,654
12622:58,17,616,8,61,302,542,32,15,84
12628:58,17,616,8,61,302,542,32,15,84
12630:17,58,61,32,8,542,616,15,302,322
12642:58,302,101,17,84,542,654,616,15,289
12660:58,542,101,302,17,84,616,654,285,289
12662:58,542,84,654,101,302,616,17,285,289
12663:58,302,542,17,101,654,285,554,616,61
12669:58,302,17,542,84,101,285,616,654,554
12676:58,302,17,542,84,101,285,616,654,554
12700:58,302,17,542,616,654,285,84,101,289
12701:58,17,616,518,542,101,302,654,8,61
12723:58,17,616,302,518,101,542,8,554,654
12725:58,17,542,616,518,8,84,101,289,302
12739:16258,12039,70920,2832,17,12329,32,58,65,70
12753:17,58,302,62,76,616,654,8,238,542
12754:17,58,302,62,76,616,654,8,238,542
12761:17,58,62,76,302,654,238,542,8,84
12766:17,76,58,302,654,62,84,238,8,616
12767:17,76,58,302,654,62,84,238,8,616
12773:17,76,62,58,238,302,654,245,564,616
12779:17,76,62,58,238,302,654,245,564,616
12780:17,238,245,302,616,62,8,542,564,15
12794:17,616,1276,58,302,542,62,245,15,61
12795:302,2185,17,616,654,542,518,58,289,29
12796:2265,1913,302,17,616,654,76,58,736,84
12799:2265,1913,302,17,616,654,76,58,736,84
12804:302,17,1382,654,616,2265,84,58,76,518
12807:302,17,1382,654,616,2265,84,58,76,518
12811:17,302,654,76,84,301,616,58,518,8
12836:17,302,301,654,616,76,58,84,354,32
12841:17,302,301,654,616,76,58,84,354,32
12852:17,302,654,84,616,76,518,8,58,29
12860:17,8,84,616,58,302,518,654,354,301
12885:17,58,650,76,302,322,1196,61,62,616
12892:17,58,564,1196,32,61,62,650,238,76
12898:58,17,32,302,542,564,650,1196,61,62
12902:58,17,32,302,542,564,650,1196,61,62
12912:58,17,302,542,616,1196,32,61,564,654
12918:58,17,302,542,616,1196,654,564,32,61
12928:17,654,58,542,61,564,616,32,302,1196
12931:58,17,542,654,1196,32,564,616,61,302
12934:58,17,542,616,654,1196,32,564,61,62
12939:58,17,542,616,654,1196,32,564,61,62
12956:409,17,518,486,616,15,238,650,654,8
12967:1050,17,409,564,58,542,8,15,245,654
12970:650,224,17,409,616,8,302,58,238,787
12985:650,224,17,409,616,8,302,58,238,787
12986:17,76,224,650,302,409,564,616,654,8
12991:76,17,650,302,409,564,58,224,654,616
12998:650,17,76,302,616,224,409,564,787,8
13004:17,616,76,302,542,564,650,58,224,518
13019:17,302,616,76,542,650,224,564,654,58
13024:17,302,616,76,542,650,224,564,654,58
13025:285,45270,117672,17,302,654,76,616,58,8
13039:603,5975,533,13341,10981,6311,17316,15506,8772,4040
13040:603,5975,13341,533,6311,10981,15506,76,226,911
13050:603,5975,13341,533,6311,10981,15506,76,226,911
13060:603,5975,13341,533,6311,10981,15506,76,226,911
13062:603,5975,13341,533,2026,14636,76,226,4300,10981
13071:4755,10041,2880,1352,3172,12990,4825,3107,1527,1712
13080:4755,10041,2880,1352,3172,12990,4825,3107,1527,1712
13081:17,58,302,542,616,518,861,61,364,554
13087:17,58,302,616,542,518,654,15,32,61
13092:17,654,1499,58,327,616,302,542,518,568
13094:17,654,58,616,302,327,409,518,542,1499
13106:17,654,58,616,302,327,409,518,542,1499
13109:17,58,654,302,616,518,542,508,289,650
13110:616,17,654,58,542,698,15,302,564,245
13116:616,17,654,58,542,698,15,302,564,245
13152:17,302,616,654,15,58,518,542,245,8
13153:17,302,616,58,654,15,61,508,518,542
13177:17,302,616,58,654,15,285,542,61,245
13179:17,302,58,616,15,76,654,84,245,542
13192:17,302,654,76,616,58,8,866,84,2
13195:1276,2669,17,6840,616,8,650,302,364,29
13226:1276,2669,17,6840,616,8,650,302,364,29
13233:1276,17,302,1804,62,394,616,654,58,61
13259:1276,17,302,1804,62,394,616,654,58,61
13264:17,58,289,518,302,8,654,1804,394,616
13269:17,58,289,518,302,8,654,1804,394,616
13280:17,650,616,302,518,58,542,654,8,101
13285:17,616,650,101,302,58,289,518,542,654
13289:17,616,650,101,302,58,542,289,518,654
13295:17,58,616,61,1196,542,564,1511,861,238
13296:17,58,616,61,1196,542,564,1511,861,238
13307:17,58,616,61,1196,542,564,1511,861,238
13312:17,58,654,616,1196,15,302,564,61,542
13319:17,58,654,616,1196,15,302,564,61,542
13325:17,58,654,616,1196,15,302,564,61,542
13335:17,58,616,654,61,564,15,302,542,1196
13339:17,58,616,654,61,564,15,302,542,1196
13353:17,616,58,61,302,654,15,1196,554,1511
13367:17,58,61,616,15,302,654,554,1196,1511
13375:17,302,654,76,616,58,8,866,84,2
13377:70,17,76,650,1550,226,238,616,58,61
13380:70,17,76,650,1550,226,238,616,58,61
13387:70,17,76,650,1550,226,238,616,58,61
13392:70,17,76,650,1550,226,238,616,58,61
13414:17,542,15,616,654,61,289,1196,302,322
13425:17,542,15,616,654,61,289,1196,302,322
13432:17,542,616,15,61,302,58,554,654,32
13434:17,245,61,363,542,616,15,518,650,32
13435:17,61,245,542,616,518,15,363,58,302
13436:10451,13895,23824,23102,6379,1446,68455,46994,19433,25716
13444:70,873,902,17,654,508,616,76,101,138
13445:616,564,76,138,17,736,70,902,654,8
13447:616,564,76,138,17,736,70,902,654,8
13459:564,616,17,76,736,302,58,138,8,518
13464:564,616,76,17,58,302,8,508,654,736
13466:564,616,76,17,58,302,508,654,736,8
13467:564,616,76,17,8,61,654,245,302,58
13469:17,616,564,302,8,58,76,654,736,15
13470:17,616,564,302,8,58,76,654,736,15
13504:17,654,891,650,1119,84,302,8,58,518
13506:17,654,58,302,650,29,322,84,285,363
13511:17,32,58,61,616,654,302,322,15,542
13525:17,32,58,61,616,654,302,322,15,542
13526:17,32,58,61,616,654,302,322,15,542
13530:17,61,32,58,8,616,654,302,322,650
13533:17,32,61,58,654,302,8,542,616,650
13534:17,32,61,58,654,302,8,542,616,650
13535:17,32,61,542,8,58,616,654,302,15
13564:17,32,61,542,8,58,616,654,302,15
13568:2048,5145,13894,15487,508,65,30605,4697,76,616
13584:15,542,61,518,17,103,245,787,654,322
13590:15,542,61,518,17,103,245,787,654,322
13596:542,518,15,61,17,32,245,564,103,322
13602:17,58,61,542,654,1196,32,616,302,1511
13607:17,542,654,1196,58,61,616,32,302,1511
13613:17,58,542,616,654,1196,61,302,15,861
13618:17,58,542,616,654,1196,61,302,15,861
13632:17,58,1196,542,616,654,61,302,15,861
13633:58,17,542,654,1196,61,302,554,616,861
13634:17,6759,866,302,84,654,8,32,58,76
13643:17,6759,866,302,84,654,8,32,58,76
13657:17,6759,84,736,866,302,8,32,654,361
13665:17,84,564,616,302,654,32,58,542,780
13666:17,564,76,58,302,8,32,84,616,650
13696:17,76,564,302,226,616,70,84,238,650
13700:17,76,84,8,70,508,226,564,616,654
13701:17,70,76,226,84,616,8,354,564,654
13710:17,70,76,226,84,616,8,354,564,654
13723:17,70,76,226,84,616,8,354,564,654
13752:14486,46738,34203,409,6958,113115,18931,2912,983,116983
13758:302,17,873,654,58,1822,616,84,542,902
13761:302,17,873,654,58,1822,616,84,542,902
13770:302,17,873,654,58,1822,616,84,542,902
13781:302,17,873,654,58,1822,616,84,542,902
13782:302,17,616,654,873,58,84,1822,29,542
13784:302,17,616,654,873,58,84,1822,29,542
13806:17,84,8,1102,302,654,58,518,101,616
13812:616,17,302,8,84,58,1102,654,518,861
13813:17,616,302,8,58,84,1102,518,654,61
13831:3536,16208,7409,39390,4268,53823,17,3715,650,1830
13835:254,361,866,17,302,1995,58,546,76,654
13841:76,17,254,302,361,654,58,616,650,866
13871:76,17,254,302,361,654,58,616,650,866
13874:76,17,254,302,361,654,58,616,650,866
13876:17,542,58,61,94,616,518,654,1196,15
13883:58,17,542,61,654,15,94,616,1196,1403
13884:17,542,58,61,616,654,1196,15,1403,32
13892:17,542,58,61,1196,15,302,616,654,1403
13893:17,542,58,61,1196,15,302,616,654,1403
13900:17,84,616,1102,654,8,58,302,364,101
13912:17,84,616,1102,654,8,58,302,364,101
13918:17,84,616,1102,654,8,58,302,364,101
13924:17,302,616,70,84,654,58,354,364,1102
